tags,ave_area,x_min,median_aspect_ratio,max_aspect_ratio,publish_time,title,PWN,orientable,num_geometric_degenerated_faces,max_dihedral_angle,category,p25_aspect_ratio,num_complanar_intersecting_faces,total_area,ave_dihedral_angle,num_connected_components,p95_dihedral_angle,vertex_manifold,median_valance,license,max_valance,median_dihedral_angle,num_vertices,min_valance,stl_file,min_aspect_ratio,euler_characteristic,z_max,num_boundary_edges,x_max,thing_id,num_combinatorial_degenerated_faces,y_min,p25_area,p25_dihedral_angle,p75_aspect_ratio,p95_aspect_ratio,p90_area,edge_manifold,y_max,p90_aspect_ratio,subcategory,p75_valance,min_dihedral_angle,num_duplicated_faces,link,p25_valance,max_area,min_area,p95_area,solid,p90_valance,z_min,ave_valance,ave_aspect_ratio,p75_dihedral_angle,num_self_intersections,author,num_faces,p75_area,median_area,img_file,p90_dihedral_angle,json_file,p95_valance
"['3D', 'costume', 'halloween', 'makerbot', 'replica', 'sith', 'star_wars', 'trick-or-treat']",19.0717,-137.62002563476562,4.37521,85.056,2012-10-27T04:36:47,Darth Vader - Chest plate and Belt ,1,1,,1.67552,fashion,1.81747,,1144.3,0.827478,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,7.0,1.46608,32,4.0,95812.stl,1.04792,2,-8.907238006591797,,-137.31837463378906,33214,,119.96086120605469,5.31777,,22.5042,82.8035,69.9357,1,126.47652435302734,74.5828,costume,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3b/8b/79/0e/c1/Darth_Vador_long_light_top.stl,5.0,78.1026,0.773754,76.0508,1,7.0,-8.907238006591797,5.625,18.6873,1.5708,,ajolivette,60,18.7373,10.1491,95812.png,1.5708,95812.json,7.0
"['22re', '22_re', '4runner', 'auto', 'automobile', 'Automotive', 'awesome', 'cool', 'crankshaft', 'cylinder', 'cylinders', 'educational', 'engine', 'fan', 'Gear', 'gears', 'model', 'motor', 'pickup', 'piston', 'pistons', 'rotating', 'rotational', 'scale', 'scaled', 'toyota', 'valve', 'valves']",0.372667,-1.1859893798828125,2.43326,232004000000.0,2015-01-22T22:52:43,Toyota 4 Cylinder Engine 22RE Complete working model ,1,1,,3.14159,toys-and-games,1.43813,229,127329.0,0.135713,1,0.362801,,6.0,Creative Commons - Attribution - Non-Commercial,50.0,0.069418,170824,3.0,1041432.stl,1.0,-11,95.61799621582031,,-1.1039886474609375,644933,,-74.00199890136719,0.00256006,0.0193484,7.05707,86.9999,0.391039,1,-73.94999694824219,30.294,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/a7/02/46/8f/ac/22RE_Block_-_No_Support_-_Scaled.stl,5.0,289.316,1.81468e-06,1.08271,,7.0,95.51799011230469,6.00039,2316950.0,0.14312,1163,ericthepoolboy,341670,0.0684971,0.00978223,1041432.png,0.185688,1041432.json,8.0
"['animals', 'books', 'book_characters', 'carla_diana', 'design', 'LEO_the_Maker_Prince', 'miniatures', 'sculpture', 'sheep']",0.113771,41.5341796875,2.90862,31139.4,2013-12-07T19:17:20,Carla and LEO&#039;s Sheep ,1,1,,2.56585,models,1.47248,,5623.69,0.0794633,7,0.203913,1,6.0,Creative Commons - Attribution - Non-Commercial,13.0,0.00146478,24729,3.0,416558.stl,1.00001,14,15.349846839904785,,41.87447738647461,198236,,15.289681434631348,0.0110653,6.37607e-05,3.69905,7.2303,0.329825,1,15.52835750579834,5.83704,animals,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3f/8f/8b/83/d6/sheep_blackParts_upright.stl,5.0,5.12192,2.46439e-06,0.47069,1,7.0,15.096395492553711,5.9966,5.17201,0.0467413,,leothemakerprince,49430,0.0951077,0.0527748,416558.png,0.178377,416558.json,8.0
"['household', 'lamp', 'lighting', 'spot', 'stylish', 'useful']",21.6244,-49.900001525878906,9.58082,762049.0,2012-02-18T19:27:54,The eternal sunshine of the turret spot ,1,1,,2.54466,None,4.93868,,41259.4,0.481642,1,1.5708,1,5.0,GNU - GPL,127.0,0.00144694,940,3.0,57809.stl,1.00509,-14,,,-49.80149841308594,17774,,-3.1332499980926514,1.9718,,27.2202,506.71,47.6754,1,3.1332499980926514,114.784,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d3/b1/d5/82/19/base.stl,5.0,399.707,0.00706493,109.717,1,7.0,,6.08936,1325.56,0.804249,,Lanthan,1908,30.8323,8.30234,57809.png,1.5708,57809.json,8.0
"['inchworm', 'pippo', 'toy']",0.184271,-26.91937828063965,1.27959,56220000.0,2013-07-21T21:01:41,Wheeled Inchworm ,,1,,3.13398,toys-and-games,1.22232,,27059.5,0.0630376,7,0.0749525,1,6.0,Creative Commons - Attribution - Share Alike,83.0,0.031095,73457,2.0,250041.stl,1.00011,11,18.151826858520508,46,-25.64449691772461,121456,,6.489841938018799,0.0327388,0.0017179,1.41465,12.826,0.32962,1,6.489841938018799,3.85909,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ca/31/57/3b/77/inchworm_body.stl,6.0,55.2123,1.37505e-06,0.531755,,6.0,16.801876068115234,5.99785,399.877,0.0588057,57,someandy,146846,0.076674,0.0518489,250041.png,0.0623249,250041.json,7.0
"['Action_Figure', 'anime', 'ModioChallenge', 'sword', 'toy', 'weapon']",3.84021,-63.00697326660156,2.61254,7572400.0,2014-10-09T03:45:48,Omnis Terra ,1,1,,2.63652,toys-and-games,2.08745,,4016.85,0.5494,2,1.5708,1,5.0,Creative Commons - Attribution - Non-Commercial,21.0,2.63463e-05,521,3.0,814666.stl,1.00051,-2,-0.0010000000474974513,,-57.49700164794922,492429,,-3.6659998893737793,0.625337,,9.90397,436.819,9.57799,1,2.912163019180298,93.9634,construction-toys,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/e8/46/a4/ad/f0/Last_Judgement_Sword_Blade_yellow.stl,5.0,60.5172,5.42006e-07,14.1075,1,8.0,-0.0010000000474974513,6.02303,8580.28,1.52164,,SIMPAD17,1046,4.23219,2.17944,814666.png,1.5708,814666.json,10.0
"['hex_wrench', 'holder', 'parametric', 'part', 'upgrade', 'x-acto']",3.3916,0.8261433243751526,9.20439,140009.0,2011-12-02T01:16:25,X-Acto Knife/Hex Wrench Holder ,1,1,,1.57233,None,6.65286,,4259.85,0.544378,1,1.5708,1,5.0,Attribution - Non-Commercial - Share Alike,32.0,,618,4.0,46522.stl,1.19137,-10,5.0,,20.954999923706055,14188,,11.296699523925781,0.69964,,19.9121,89.2882,3.92295,1,13.454999923706055,47.8972,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/df/82/1c/8f/54/Hex_Wrench_and_X-Acto_Knife_Holder.STL,5.0,173.171,0.00640735,6.28659,1,7.0,5.0,6.09709,291.594,1.5708,,Indigojin,1256,2.31866,0.980741,46522.png,1.5708,46522.json,9.0
['scissor'],1.76767,23.225799560546875,12.8808,7920090.0,2013-06-25T20:11:06,Scissor lift ,1,1,,1.5708,hobby,5.22858,,1371.71,0.450273,1,1.5708,1,5.0,Creative Commons - Attribution,38.0,0.120222,382,4.0,416684.stl,1.34413,-6,6.0,,26.28827667236328,108834,,2.4913129806518555,0.381627,,27.2512,300.599,1.19603,1,6.436395645141602,104.965,diy,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/50/75/ec/21/6d/endstopholder.STL,5.0,105.0,0.0015373,2.92905,1,6.9,6.0,6.09424,17207.7,0.787203,,Ralf,776,0.806163,0.600686,416684.png,1.5708,416684.json,12.0
"['origami', 'TinkerCAD']",8.17187,0.8290205001831055,6.21534,280721.0,2013-01-02T03:29:36,Origami Crane ,1,1,,3.00793,models,2.86166,,1618.03,0.683131,1,2.27029,1,5.0,Creative Commons - Attribution - Share Alike,13.0,0.00065651,101,3.0,113342.stl,1.02653,2,72.30673217773438,,0.8733094930648804,39992,,-4.080961227416992,0.0841184,2.79554e-05,39.6317,2001.86,16.8649,1,-3.8949620723724365,328.794,animals,7.0,2.76559e-08,,https://thingiverse-production-new.s3.amazonaws.com/assets/04/9f/bd/a9/bc/crane_head.stl,4.0,103.471,0.00027024,70.9735,1,9.0,72.10247039794922,5.88119,1729.8,1.57027,,lili_czarina,198,5.28425,0.939711,113342.png,1.92499,113342.json,11.0
,9.0021,56.13920593261719,1.72498,546.524,2013-01-16T00:19:56,Solar Powered Stereo v2 ,1,1,,1.5708,hobby,1.57758,,12242.9,0.282128,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,18.0,0.0934086,672,4.0,118675.stl,1.21946,-8,1.2071068286895752,,56.31776809692383,42586,,35.0,0.084082,1.45424e-06,1.95498,56.3309,6.30358,1,35.709693908691406,33.8874,music,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/11/0d/95/4f/f7/Divider_Plate.stl,6.0,1151.88,0.0481492,13.9248,1,6.9,1.0,6.07143,12.8335,0.261808,,OpenSourceClassroom,1360,0.588443,0.0940722,118675.png,1.5708,118675.json,7.0
"['3D', 'art', 'Gear', 'gears', 'gear_mashup', 'makerbot', 'multi-part', 'openscad', 'parametric', 'rotating_gear', 'toy']",0.441992,3.733330011367798,3.45737,2882300000000000.0,2013-08-14T07:44:46,PLA Gear Kit ,1,1,20,3.14159,art,1.39246,28,1389.62,0.371811,2,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,21.0,0.168488,1576,3.0,281458.stl,1.00275,4,3.579629898071289,,4.967740058898926,130890,,-10.5,0.0300369,9.60925e-06,10.7693,158.032,1.56692,1,-9.0,34.0376,math-art,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/2c/f7/75/df/16/pins_2.stl,5.0,6.43392,,2.68124,,8.0,3.049999952316284,5.98477,3714320000000.0,0.631116,202,whpthomas,3144,0.328428,0.0986413,281458.png,1.39811,281458.json,9.0
,1.31075,4.056763172149658,2.81745,33033.9,2015-06-23T12:39:09,Maker Studio Gears Set ,1,1,,1.57586,toys-and-games,2.09759,,1942.54,0.576214,1,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,25.0,,733,4.0,1681119.stl,1.00984,-8,,,5.942343711853027,872140,,7.111683368682861,0.365551,,15.5632,59.4224,2.43317,1,10.365862846374512,21.6973,construction-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/53/9c/31/d7/4c/Small_Gear_ThinkFun_Maker_Studio.STL,5.0,19.9024,0.00513321,2.85945,1,7.0,,6.06548,70.8864,1.5708,,ThinkFun,1482,2.29189,1.01341,1681119.png,1.5708,1681119.json,10.0
,56.9924,-8.090867042541504,3.59297,161962000000000.0,2012-10-31T15:15:05,Lamp ,1,1,,3.05621,household,1.93458,,56992.4,0.494851,1,1.66574,1,5.5,Creative Commons - Attribution,33.0,0.196343,496,3.0,96574.stl,1.00508,-4,-0.011582893319427967,,26.932512283325195,33487,,-29.792739868164062,0.483238,9.12261e-06,14.3969,673.732,200.107,1,,100.36,decor,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/64/9b/5f/5b/f9/lamp.stl,5.0,466.642,1.23985e-07,255.648,,7.0,-0.011845712549984455,6.04839,242971000000.0,0.730094,4,bogohack,1000,89.8589,3.34065,96574.png,1.60737,96574.json,8.25
"['4-8-8-4', 'Locomotive', 'railroad', 'scale_model', 'Steam_Locomotive', 'steam_train', 'Union_Pacific']",35.7104,4.514217376708984,9.36496,38535.0,2014-02-27T19:59:32,4-8-8-4 Big Boy Locomotive ,1,1,,1.60832,models,2.75227,,100060.0,0.325623,1,1.60459,1,6.0,Creative Commons - Attribution,14.0,0.00437481,1401,3.0,472025.stl,1.01154,,94.30570220947266,,4.514217376708984,259005,,4.017233848571777,4.01103,1.89771e-05,31.1547,138.517,50.1161,1,10.36721420288086,63.3962,vehicles,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/32/ac/84/83/1e/Boiler_Section_4-_SCALED-2.STL,5.0,3075.5,0.00210855,64.876,1,8.0,63.56290054321289,6.0,94.4696,0.0164605,,MakerBot,2802,37.8347,25.2632,472025.png,1.57346,472025.json,8.0
"['Artec', 'bones', 'dinosaur', 'makerbot', 'scan', 'skull']",0.133028,-41.58177185058594,1.29414,4113570.0,2011-12-01T15:00:15,Tarbosaurus skull; sliced for printing ,1,1,,3.1377,None,1.11426,,15417.1,0.170241,6,0.528322,1,6.0,Creative Commons - Attribution - Share Alike,13.0,0.102868,57945,3.0,46460.stl,1.0,-2,31.345460891723633,,-40.87685012817383,14173,,-44.678428649902344,0.0503468,0.0462578,1.68556,3.75034,0.28031,1,-44.24774932861328,2.53262,None,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f4/ef/47/ad/e1/tarbosaurus_bottom_back.stl,5.0,5.71302,1.93807e-08,0.370789,,7.0,30.851070404052734,6.00021,83.1802,0.196873,39,gpvillamil,115894,0.170949,0.0945439,46460.png,0.353855,46460.json,8.0
"['hypotrochoid', 'spirograph', 'toy']",2.54262,-158.773681640625,2.41999,1017710.0,2014-02-17T20:00:02,41 Piece Spirograph ,1,1,,2.45302,toys-and-games,1.66748,,10984.1,0.65017,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,12.0,0.0235947,2160,3.0,462547.stl,1.08495,,1.5590519905090332,,-157.91517639160156,252162,,-69.57713317871094,0.989422,,7.31497,280.89,4.3761,1,-68.73858642578125,66.5992,,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3d/40/65/2a/7e/Ring6mm.stl,5.0,52.9809,0.0164482,6.61624,1,8.0,-1.4409420490264893,6.0,924.596,1.5708,,Hercemer,4320,1.92704,1.7655,462547.png,1.5708,462547.json,8.05
"['clock', 'desk_clock', 'divers_watch', 'watch']",1.58808,-53.78620147705078,1.46577,1465200.0,2015-01-03T03:18:06,Large scale Divers watch desk clock ,1,1,,3.14159,gadgets,1.2397,120,4338.65,0.615305,4,1.57954,1,6.0,Creative Commons - Attribution - Non-Commercial,11.0,0.00283532,1372,3.0,996798.stl,1.01253,6,-1.0,,-51.66066360473633,619550,,-25.89151382446289,0.580096,,2.32842,6.14671,2.88993,1,-24.544309616088867,2.77523,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7c/6f/23/93/f2/Bezel_ratchet.stl,5.0,4.64223,4.18966e-05,4.36139,,8.0,-1.0,5.97376,3662.52,1.5708,294,francfalco,2732,2.33296,1.55883,996798.png,1.5708,996798.json,8.0
"['car', 'motor', 'spring', 'Spring_Motor', 'toy', 'toy_car', 'windup']",0.40544,-0.006256890948861837,8.13422,259599.0,2014-08-16T02:25:35,PLA Spring Motor; Rolling Chassis ,1,1,,1.5708,toys-and-games,7.96514,,7168.18,0.0563302,1,0.0491023,1,6.0,Attribution - Non-Commercial - Share Alike,34.0,0.0320666,8840,3.0,723901.stl,1.25592,,4.400000095367432,,3.3023340702056885,430050,,-5.005398750305176,0.0740974,7.09515e-06,8.24704,8.2738,0.0770676,1,-4.9942803382873535,8.27196,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/45/47/59/1d/35/Wheel_Rear.stl,6.0,80.5666,0.00147766,0.120251,1,6.0,4.400000095367432,6.0,41.164,0.0490789,,gzumwalt,17680,0.0768069,0.0758317,723901.png,0.0490986,723901.json,6.0
"['apeture', 'gun', 'insane', 'portal', 'prop']",1.12018,-6.304129123687744,9.0246,4636.55,2012-06-30T22:09:29,Full Scale Portal Gun ,1,1,,2.02458,models,4.00379,,2144.02,0.430349,2,1.5708,1,6.0,Creative Commons - Attribution - No Derivatives,41.0,0.0854849,961,4.0,77932.stl,1.00064,4,-145.8327178955078,,3.7972140312194824,26027,,158.97750854492188,0.357753,5.17818e-06,11.5842,38.5548,2.41514,1,158.97750854492188,23.4834,props,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c4/8d/5c/a4/03/Portal_Gun_Black_Body_Slice_8.stl,5.0,57.1355,0.00362516,3.74319,1,6.0,-157.14517211914062,5.97503,20.5939,0.785138,,pleppik,1914,1.41038,0.643048,77932.png,1.57079,77932.json,7.0
"['hypotrochoid', 'spirograph', 'toy']",2.12083,-176.78817749023438,2.60287,734651000.0,2014-02-17T20:00:02,41 Piece Spirograph ,1,1,,1.5708,toys-and-games,2.34464,,6812.12,0.59139,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,34.0,,1572,3.0,462538.stl,1.01204,-34,1.5590519905090332,,-170.1260528564453,252162,,-4.847076416015625,0.248888,,35.3672,894.327,4.48286,1,-2.9024505615234375,198.798,,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/2a/85/74/27/f8/Gear27mm.stl,5.0,103.504,0.0030575,6.66869,1,8.0,0.06045198440551758,6.12977,388822.0,1.5708,,Hercemer,3212,1.81609,0.949425,462538.png,1.5708,462538.json,9.0
"['dualstrusion', 'dual_strusion', 'openscad']",27.3082,11.75,2.35097,14.4055,2012-04-07T12:52:11,Decorated Box ,1,1,,2.44685,household,1.22427,,3604.68,1.2852,16,2.35619,1,4.0,Creative Commons - Attribution,6.0,1.5708,98,3.0,65585.stl,1.16662,32,29.592599868774414,,13.25,20976,,9.787039756774902,4.5,,4.95824,10.269,91.3817,1,15.786999702453613,6.87878,containers,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/b9/bc/dc/42/3f/pascal.stl,3.0,449.999,3.75,98.0,1,5.0,23.592599868774414,4.04082,3.47221,1.5708,,pmoews,132,18.0,10.5,65585.png,2.35619,65585.json,5.0
"['22re', '4runner', '4wd', '4_wheel', '5_speed', 'Automatic', 'Clutch', 'gears', 'manual', 'pickup', 'toyota', 'transmission', 'w56']",0.212694,0.26346346735954285,1.24552,5148.01,2015-03-09T00:21:57,Working 5 speed transmission model for Toyota 22RE engine ,1,1,,1.79543,toys-and-games,1.20898,,738.05,0.11749,1,0.102837,1,6.0,Creative Commons - Attribution - Non-Commercial,12.0,0.0583277,1735,4.0,1146183.stl,1.05309,,8.296775817871094,,0.32310816645622253,713815,,1.5431489944458008,0.102911,2.06092e-06,1.61161,13.1427,0.195881,1,1.5545215606689453,3.09906,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/5e/91/99/e5/5f/Shifter_ball_top_-_Scaled.stl,6.0,2.19507,0.000247883,0.495426,1,6.0,,6.0,7.17318,0.0727849,,ericthepoolboy,3470,0.188129,0.155714,1146183.png,0.0744537,1146183.json,6.0
"['architecture', 'arc_de_triomph', 'building', 'cathedrale', 'city', 'Eiffel_Tower', 'mini', 'montmartre', 'paris', 'pyramid', 'triumphal_arch']",0.0209204,6.935000419616699,1.20343,308832000.0,2014-04-28T11:38:40,Famous Paris buildings ,1,1,,1.4635,models,1.10419,,7282.98,0.127966,1,0.391238,1,6.0,Creative Commons - Attribution - Share Alike,23.0,0.0900354,174066,3.0,551021.stl,1.00001,2,34.987003326416016,,7.110000133514404,311002,,-2.9810001850128174,0.00682955,0.0306946,1.38194,6.29788,0.0248781,1,-2.820000171661377,2.68393,buildings-and-structures,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f3/8f/de/13/dc/Arc_triomphe.stl,5.0,1.66721,6.833e-07,0.0546444,1,7.0,34.893001556396484,5.99993,1575.99,0.176595,,LeFabShop,348128,0.0137101,0.0099843,551021.png,0.290235,551021.json,8.0
"['3D', 'ABS', 'clock', 'clockathon', 'clockwork_library', 'experiment', 'Gear', 'makerbot', 'MCAD', 'model', 'openscad', 'parametric', 'printable_clock_project', 'test']",3.23238,-37.814998626708984,7.55618,624882000000000.0,2012-02-06T17:37:44,Test Jig from Clockathon #2 - FIXED ,1,1,2,3.14159,None,2.9982,294,13873.4,0.653422,1,1.67549,,5.0,Creative Commons - Attribution - Share Alike,30.0,0.00289191,2008,3.0,56104.stl,1.00449,40,5.5,,-36.57899856567383,17144,,-1.496000051498413,0.42129,,21.7667,1624.29,8.72273,,-1.0290000438690186,202.674,None,7.0,,20,https://thingiverse-production-new.s3.amazonaws.com/assets/37/99/c7/f9/53/3-MinuteGear-NoDrum-OnConcentricShaft.stl,5.0,57.0376,,13.0608,,9.0,,6.23506,570547000000.0,1.5708,462,syvwlch,4292,3.6341,1.40495,56104.png,1.5708,56104.json,11.0
"['clock', 'faceless_clock', 'holo_clock', 'ring_clock']",0.161524,408.5792236328125,1.46342,10742.2,2014-11-30T15:26:12,holo clock ,1,1,,1.87439,household,1.20708,,1189.14,0.187201,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,15.0,,3679,4.0,919994.stl,1.00012,-2,-117.7193603515625,,408.71856689453125,570797,,612.0975952148438,0.0157884,,2.7611,145.258,0.430655,1,612.222412109375,5.68619,decor,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f3/d1/9b/af/e7/motor_gear.stl,5.0,3.2001,0.00181085,0.922172,1,8.0,-117.7193603515625,6.00326,60.6586,5.55112e-17,,ekaggrat,7362,0.126294,0.04997,919994.png,1.5529,919994.json,9.0
,0.0155922,29.799665451049805,1.20993,299.752,2015-02-11T12:32:18,&quot;I Love You&quot; Box ,1,1,,2.05983,None,1.20711,,11207.5,0.132124,1,0.485626,1,6.0,Creative Commons - Attribution,6.0,0.0583325,359992,4.0,1088142.stl,1.00102,,4.0,1196,30.0,676630,,30.0,0.00501684,,1.50411,3.7225,0.0154953,1,30.0,2.48821,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d3/78/25/61/55/letter-g.stl,6.0,6.01004,0.00501665,0.0187625,,6.0,,5.99336,2.27572,0.180618,2386,MakeALot,718788,0.0105679,0.0061725,1088142.png,0.339695,1088142.json,6.0
"['extruder', 're_extruder']",5.49926,1.5875020027160645,3.72806,582414.0,2012-10-19T04:22:57,My version of the LYMAN FILAMENT EXTRUDER ,1,1,,1.5708,3d-printing,3.50389,,13682.2,0.563163,4,1.5708,1,6.0,Creative Commons - Attribution,21.0,,1228,4.0,94482.stl,1.26591,-16,,,6.2201008796691895,32667,,1.5875020027160645,0.736741,,11.8657,135.963,6.60264,1,39.6875,70.072,3d-printer-accessories,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ff/1c/0f/62/05/feet.stl,5.0,151.209,0.00918499,28.5123,1,8.0,,6.07818,1528.71,1.5708,,bottleworks,2488,3.15798,1.48308,94482.png,1.5708,94482.json,10.0
"['bowl', 'jar', 'openscad', 'receptacle', 'featured', 'honeycomb', 'pot']",2.26573,-49.64699935913086,4.46555,2834020000000.0,2011-10-03T05:59:49,basic receptacles ,1,1,,3.13111,household,1.25852,,55020.9,0.113342,1,0.651217,1,6.0,Creative Commons - Attribution,197.0,0.0397738,12144,3.0,39159.stl,1.02643,2,94.25599670410156,,-49.54903030395508,12120,,,0.374341,2.2156e-05,6.6625,111.872,6.65399,1,3.1173479557037354,14.091,containers,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/4f/73/e7/a9/b4/Pot7.stl,6.0,57.7274,8.92204e-09,6.92551,1,6.0,93.93599700927734,5.99901,357241000.0,0.0623867,,MakeALot,24284,3.17523,0.649294,39159.png,0.24458,39159.json,7.0
"['adam', 'adam_fontenault', 'arduino', 'blatt', 'buttonbot', 'button_bot', 'fontenault', 'Makerfaire', 'MyPetRobot', 'petting', 'pololu', 'PrintBot', 'replicator', 'robot', 'RobotPettingZoo', 'Robot_petting_zoo', 'tamiya', 'Todd', 'todd_blatt', 'toy', 'zenix', 'zoo']",2.32708,27.971920013427734,1.56732,109.463,2012-06-04T11:27:42,Button Bot ,1,1,,1.76002,hobby,1.23718,,17346.1,0.154134,1,0.579217,1,6.0,Creative Commons - Attribution,24.0,0.0668649,3725,4.0,72100.stl,1.00185,-2,12.446279525756836,,28.172609329223633,23696,,-0.7910308837890625,0.306596,0.000232017,2.62186,10.3974,4.5767,1,-0.014602660201489925,8.43073,robotics,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/77/30/9b/18/2e/eyesocketleft.stl,6.0,191.328,0.0146473,7.09082,1,6.0,11.669819831848145,6.00322,3.51072,0.156828,,MakerBot,7454,2.7138,1.27127,72100.png,0.262116,72100.json,7.0
"['AMAO', 'bear', 'bear__Low_poly']",5.58823,-60.53966522216797,2.00417,22713200000.0,2015-07-10T13:52:46,Formosan Black Bear ,1,1,3,3.14159,art,1.31573,,33473.5,0.523246,11,1.57347,,6.0,Attribution - Non-Commercial - No Derivatives,25.0,0.0929824,3011,3.0,1452680.stl,-653474000000000.0,18,20.88359832763672,,-58.44626998901367,919380,,-53.90883255004883,0.313501,2.89617e-13,6.06713,55.4725,4.77346,,-50.70758056640625,27.5473,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/5d/51/3a/d9/b2/black_bear-all_black.stl,5.0,342.854,,12.8699,,7.0,20.294178009033203,5.96679,-217702000000.0,1.47317,16,amaochan,5990,1.83898,0.72632,1452680.png,1.5708,1452680.json,8.0
"['add-on', 'arm', 'arms', 'blatt', 'customize', 'dual', 'MakerBotTV', 'replicator', 'replicator_upgrade', 'Todd', 'upgrade']",5.27591,24.00278091430664,1.56614,2819750000.0,2012-03-26T18:28:34,Fullsize Makerbot Arms ,1,1,,2.11083,3d-printing,1.22255,,5138.74,0.315205,1,1.5708,1,6.0,Creative Commons - Attribution,19.0,0.159943,489,4.0,63871.stl,1.03307,2,13.930000305175781,,25.291690826416016,19840,,13.194689750671387,0.419446,7.98138e-06,4.15763,34.5099,10.1347,1,23.15468978881836,10.5711,3d-printer-accessories,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/45/7d/f2/be/8c/handtop.stl,5.0,626.002,0.000652143,12.3765,1,7.0,13.930000305175781,5.97546,7679270.0,0.261784,,MakerBot,974,0.864886,0.72952,63871.png,1.49106,63871.json,7.0
"['articulado', 'ball_jointed', 'cool', 'doll', 'jointed', 'printdoll', 'robot', 'wierd']",0.131606,284.9739990234375,1.25522,16617800.0,2015-02-27T13:49:33,BeQui;  Jointed Robot ,1,1,,3.14159,models,1.21025,15,8301.45,0.0745712,4,0.195222,1,6.0,Creative Commons - Attribution - Share Alike,64.0,0.0156265,31545,3.0,1126612.stl,1.00039,6,26.354001998901367,,288.32000732421875,701051,,111.71200561523438,0.0845048,0.00338741,1.33657,3.57082,0.187602,1,111.76600646972656,1.95215,model-robots,8.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cf/5e/7f/c8/0a/Cabeza_Bequi.stl,4.0,18.4425,2.01305e-06,0.21452,,8.0,25.79400062561035,5.99886,449.645,0.0426859,236,bqLabs,63078,0.143796,0.114189,1126612.png,0.0620355,1126612.json,8.0
